i,time,Type,has_hh,month
6,250,C,TRUE,9
6,219,C,FALSE,8
6,359,C,FALSE,12
6,153,C,FALSE,6
6,237,C,FALSE,8
6,267,H,TRUE,9
6,325,H,TRUE,11
6,267,H,TRUE,9
6,297,H,TRUE,10
6,329,H,TRUE,11
6,329,H,TRUE,11
6,326,H,TRUE,11
6,324,H,TRUE,11
6,296,C,FALSE,10
6,296,H,TRUE,10
6,327,H,TRUE,11
6,355,H,TRUE,12
6,266,C,FALSE,9
6,312,C,FALSE,11
6,341,H,TRUE,12
6,305,C,FALSE,11
6,339,H,TRUE,12
6,334,H,TRUE,12
6,266,H,TRUE,9
6,238,C,FALSE,8
6,300,H,TRUE,10
6,295,H,TRUE,10
6,326,H,TRUE,11
6,314,H,TRUE,11
6,343,H,TRUE,12
6,344,H,TRUE,12
6,281,C,FALSE,10
6,305,C,FALSE,11
6,364,H,TRUE,13
6,334,H,TRUE,12
6,158,H,TRUE,6
6,127,C,FALSE,5
6,155,H,TRUE,6
6,159,H,TRUE,6
6,159,H,TRUE,6
6,272,C,FALSE,10
6,302,H,TRUE,11
6,304,H,TRUE,11
6,305,H,TRUE,11
6,333,H,TRUE,12
6,315,C,FALSE,11
6,349,H,TRUE,12
6,343,H,TRUE,12
6,343,H,TRUE,12
6,358,H,TRUE,12
6,359,H,TRUE,12
6,328,C,FALSE,11
6,354,C,FALSE,12
6,346,C,FALSE,12
6,358,H,TRUE,12
6,329,C,FALSE,11
6,359,H,TRUE,12
6,334,H,TRUE,12
6,362,H,TRUE,13
6,304,C,FALSE,11
6,334,H,TRUE,12
6,334,H,TRUE,12
6,157,H,TRUE,6
6,155,H,TRUE,6
6,158,H,TRUE,6
6,190,H,TRUE,7
6,125,C,FALSE,5
6,246,H,TRUE,9
6,218,C,FALSE,8
6,247,H,TRUE,9
6,281,H,TRUE,10
6,251,H,TRUE,9
6,213,H,TRUE,8
6,250,H,TRUE,9
6,216,H,TRUE,8
6,245,H,TRUE,9
6,183,C,FALSE,7
6,270,C,FALSE,9
6,298,H,TRUE,10
6,357,H,TRUE,12
6,328,H,TRUE,11
6,327,H,TRUE,11
6,344,C,FALSE,12
6,361,H,TRUE,13
6,333,C,FALSE,12
6,336,C,FALSE,12
6,364,C,FALSE,13
6,347,H,TRUE,12
6,315,C,FALSE,11
6,347,H,TRUE,12
6,363,H,TRUE,13
6,335,C,FALSE,12
6,364,H,TRUE,13
6,248,C,FALSE,9
6,282,H,TRUE,10
6,282,H,TRUE,10
6,249,H,TRUE,9
6,286,H,TRUE,10
6,277,H,TRUE,10
6,220,C,FALSE,8
6,254,H,TRUE,9
6,360,C,FALSE,12
6,242,H,TRUE,9
6,208,C,FALSE,7
6,236,H,TRUE,8
6,344,H,TRUE,12
6,250,H,TRUE,9
6,216,C,FALSE,8
6,313,H,TRUE,11
6,284,H,TRUE,10
6,240,H,TRUE,8
6,208,H,TRUE,7
6,180,C,FALSE,6
6,243,H,TRUE,9
6,209,H,TRUE,7
6,362,H,TRUE,13
6,329,C,FALSE,11
6,359,H,TRUE,12
6,359,H,TRUE,12
6,331,C,FALSE,12
6,152,C,FALSE,6
6,184,H,TRUE,7
6,212,H,TRUE,8
6,180,H,TRUE,6
6,214,H,TRUE,8
6,361,C,FALSE,13
6,182,H,TRUE,7
6,153,C,FALSE,6
6,246,H,TRUE,9
6,187,H,TRUE,7
6,214,H,TRUE,8
6,355,H,TRUE,12
6,327,C,FALSE,11
6,208,H,TRUE,7
6,177,H,TRUE,6
6,180,H,TRUE,6
6,149,C,FALSE,5
6,207,H,TRUE,7
6,310,H,TRUE,11
6,313,H,TRUE,11
6,315,H,TRUE,11
6,341,H,TRUE,12
6,281,C,FALSE,10
6,222,H,TRUE,8
6,159,C,FALSE,6
6,218,H,TRUE,8
6,189,H,TRUE,7
6,362,C,FALSE,13
6,278,C,FALSE,10
6,311,H,TRUE,11
6,306,H,TRUE,11
6,309,H,TRUE,11
6,309,H,TRUE,11
6,326,C,FALSE,11
6,238,C,FALSE,8
6,268,H,TRUE,9
6,300,H,TRUE,10
6,269,H,TRUE,9
6,297,H,TRUE,10
6,221,H,TRUE,8
6,220,H,TRUE,8
6,189,C,FALSE,7
6,218,H,TRUE,8
6,249,H,TRUE,9
6,342,H,TRUE,12
6,312,C,FALSE,11
7,1,NA,FALSE,1
7,29,H,TRUE,1
7,35,H,TRUE,2
7,62,H,TRUE,3
7,58,H,TRUE,2
7,182,C,FALSE,7
7,345,C,FALSE,12
7,307,C,FALSE,11
7,301,C,FALSE,11
7,336,H,TRUE,12
7,332,H,TRUE,12
7,201,H,TRUE,7
7,197,H,TRUE,7
7,231,H,TRUE,8
7,227,H,TRUE,8
7,167,C,FALSE,6
7,323,C,FALSE,11
7,354,H,TRUE,12
7,341,C,TRUE,12
7,351,H,TRUE,12
7,165,H,TRUE,6
7,170,H,TRUE,6
7,170,H,TRUE,6
7,102,C,FALSE,4
7,136,H,TRUE,5
7,329,H,TRUE,11
7,300,H,TRUE,10
7,238,C,FALSE,8
7,301,H,TRUE,11
7,267,H,TRUE,9
7,261,H,TRUE,9
7,228,C,FALSE,8
7,266,H,TRUE,9
7,302,H,TRUE,11
7,269,H,TRUE,9
7,237,C,FALSE,8
7,152,C,FALSE,6
7,326,H,TRUE,11
7,296,C,FALSE,10
7,326,H,TRUE,11
7,354,H,TRUE,12
7,263,C,FALSE,9
7,189,C,FALSE,7
7,220,H,TRUE,8
7,249,H,TRUE,9
7,218,H,TRUE,8
7,221,H,TRUE,8
7,363,C,FALSE,13
7,275,H,TRUE,10
7,246,H,TRUE,9
7,305,H,TRUE,11
7,218,C,FALSE,8
7,278,H,TRUE,10
7,309,H,TRUE,11
7,312,H,TRUE,11
7,247,C,FALSE,9
7,278,H,TRUE,10
7,306,H,TRUE,11
7,343,C,FALSE,12
7,326,C,FALSE,11
7,331,C,FALSE,12
7,359,H,TRUE,12
7,362,H,TRUE,13
7,291,H,TRUE,10
7,363,C,FALSE,13
7,261,C,FALSE,9
7,199,C,FALSE,7
7,221,C,TRUE,8
7,231,H,TRUE,8
7,227,H,TRUE,8
7,337,H,TRUE,12
7,278,C,FALSE,10
7,309,H,TRUE,11
7,312,H,TRUE,11
7,306,H,TRUE,11
7,321,C,FALSE,11
7,351,H,TRUE,12
7,352,H,TRUE,12
7,119,H,TRUE,4
7,123,H,TRUE,5
7,91,C,FALSE,4
7,122,H,TRUE,5
7,119,H,TRUE,4
7,270,C,FALSE,9
7,302,H,TRUE,11
7,301,H,TRUE,11
7,298,H,TRUE,10
7,302,H,TRUE,11
7,349,C,FALSE,12
7,158,H,TRUE,6
7,191,H,TRUE,7
7,129,C,FALSE,5
7,190,H,TRUE,7
7,161,H,TRUE,6
7,340,C,FALSE,12
7,241,C,FALSE,9
7,158,C,FALSE,6
7,351,H,TRUE,12
7,321,C,FALSE,11
7,354,C,FALSE,12
7,301,C,FALSE,11
7,364,H,TRUE,13
7,334,H,TRUE,12
7,333,H,TRUE,12
7,69,H,TRUE,3
7,99,H,TRUE,4
7,35,C,FALSE,2
7,343,C,FALSE,12
7,232,C,FALSE,8
7,297,H,TRUE,10
7,331,H,TRUE,12
7,263,H,TRUE,9
7,288,H,TRUE,10
7,260,C,FALSE,9
7,321,H,TRUE,11
7,292,H,TRUE,10
7,354,H,TRUE,12
7,292,H,TRUE,10
7,201,C,FALSE,7
7,262,H,TRUE,9
7,268,H,TRUE,9
7,234,H,TRUE,8
7,124,H,TRUE,5
7,154,H,TRUE,6
7,154,H,TRUE,6
7,90,C,FALSE,3
7,123,H,TRUE,5
7,319,H,TRUE,11
7,291,C,FALSE,10
7,336,C,FALSE,12
7,295,C,FALSE,10
7,259,H,TRUE,9
7,228,H,TRUE,8
7,225,H,TRUE,8
7,196,C,FALSE,7
7,229,H,TRUE,8
7,266,H,TRUE,9
7,233,C,FALSE,8
7,262,H,TRUE,9
7,266,H,TRUE,9
7,291,H,TRUE,10
7,356,C,FALSE,12
7,68,C,FALSE,3
7,296,H,TRUE,10
7,266,H,TRUE,9
7,236,C,FALSE,8
7,334,H,TRUE,12
7,272,C,FALSE,10
7,306,H,TRUE,11
7,334,H,TRUE,12
7,303,H,TRUE,11
7,262,H,TRUE,9
7,233,C,FALSE,8
7,266,H,TRUE,9
7,267,H,TRUE,9
7,294,H,TRUE,10
7,350,H,TRUE,12
7,347,H,TRUE,12
7,319,C,FALSE,11
7,65,H,TRUE,3
7,35,C,FALSE,2
7,63,H,TRUE,3
7,66,H,TRUE,3
7,93,H,TRUE,4
7,158,H,TRUE,6
7,125,C,FALSE,5
7,337,H,TRUE,12
7,332,H,TRUE,12
7,363,H,TRUE,13
7,303,C,FALSE,11
7,122,H,TRUE,5
7,66,C,FALSE,3
7,94,H,TRUE,4
7,125,H,TRUE,5
7,97,H,TRUE,4
7,232,H,TRUE,8
7,167,C,FALSE,6
7,200,H,TRUE,7
7,227,H,TRUE,8
7,197,H,TRUE,7
7,292,H,TRUE,10
7,317,H,TRUE,11
7,260,H,TRUE,9
7,231,C,FALSE,8
7,289,H,TRUE,10
7,342,H,TRUE,12
7,312,C,FALSE,11
7,324,C,TRUE,11
7,352,C,FALSE,12
7,208,H,TRUE,7
7,212,H,TRUE,8
7,178,H,TRUE,6
7,209,H,TRUE,7
7,149,C,FALSE,5
7,311,C,FALSE,11
7,274,H,TRUE,10
7,243,H,TRUE,9
7,241,H,TRUE,9
7,211,C,FALSE,8
7,335,H,TRUE,12
7,340,H,TRUE,12
7,307,C,FALSE,11
8,1,NA,FALSE,1
8,93,H,TRUE,4
8,59,H,TRUE,2
8,59,H,TRUE,2
8,30,H,TRUE,1
8,247,H,TRUE,9
8,214,C,FALSE,8
8,246,H,TRUE,9
8,242,H,TRUE,9
8,247,H,TRUE,9
8,344,C,FALSE,12
8,275,H,TRUE,10
8,247,C,FALSE,9
8,164,C,FALSE,6
8,212,H,TRUE,8
8,209,H,TRUE,7
8,151,C,FALSE,6
8,183,H,TRUE,7
8,181,H,TRUE,7
8,344,H,TRUE,12
8,283,C,FALSE,10
8,312,H,TRUE,11
8,341,H,TRUE,12
8,243,H,TRUE,9
8,181,H,TRUE,7
8,209,H,TRUE,7
8,215,H,TRUE,8
8,150,C,FALSE,5
8,256,H,TRUE,9
8,290,H,TRUE,10
8,287,H,TRUE,10
8,256,H,TRUE,9
8,223,C,FALSE,8
8,93,C,FALSE,4
8,152,H,TRUE,6
8,121,H,TRUE,5
8,123,H,TRUE,5
8,121,H,TRUE,5
8,303,H,TRUE,11
8,273,C,FALSE,10
8,302,H,TRUE,11
8,334,H,TRUE,12
8,304,H,TRUE,11
8,332,C,FALSE,12
8,184,H,TRUE,7
8,217,H,TRUE,8
8,151,C,FALSE,6
8,248,H,TRUE,9
8,244,C,FALSE,9
8,341,C,FALSE,12
8,117,H,TRUE,4
8,146,H,TRUE,5
8,117,H,TRUE,4
8,89,C,FALSE,3
8,117,H,TRUE,4
8,245,C,FALSE,9
8,301,H,TRUE,11
8,273,H,TRUE,10
8,303,H,TRUE,11
8,278,H,TRUE,10
8,64,C,FALSE,3
8,125,H,TRUE,5
8,96,H,TRUE,4
8,96,H,TRUE,4
8,96,H,TRUE,4
8,316,C,FALSE,11
8,347,H,TRUE,12
8,350,H,TRUE,12
8,348,H,TRUE,12
8,335,H,TRUE,12
8,305,H,TRUE,11
8,304,H,TRUE,11
8,337,H,TRUE,12
8,276,C,FALSE,10
8,281,H,TRUE,10
8,285,H,TRUE,10
8,221,C,FALSE,8
8,253,H,TRUE,9
8,283,H,TRUE,10
8,309,C,FALSE,11
8,337,H,TRUE,12
8,341,H,TRUE,12
8,339,H,TRUE,12
8,337,H,TRUE,12
8,335,C,FALSE,12
8,350,H,TRUE,12
8,351,H,TRUE,12
8,346,H,TRUE,12
8,318,C,FALSE,11
8,343,C,FALSE,12
8,213,H,TRUE,8
8,184,H,TRUE,7
8,181,H,TRUE,7
8,181,H,TRUE,7
8,153,C,FALSE,6
8,301,H,TRUE,11
8,364,H,TRUE,13
8,331,H,TRUE,12
8,302,H,TRUE,11
8,273,C,FALSE,10
8,339,H,TRUE,12
8,280,C,FALSE,10
8,308,H,TRUE,11
8,338,H,TRUE,12
8,312,C,FALSE,11
8,243,H,TRUE,9
8,244,H,TRUE,9
8,243,H,TRUE,9
8,214,C,FALSE,8
8,243,H,TRUE,9
8,322,C,TRUE,11
8,342,H,TRUE,12
8,309,C,FALSE,11
8,272,C,FALSE,10
8,334,C,FALSE,12
8,272,C,FALSE,10
8,215,C,FALSE,8
8,192,C,FALSE,7
8,351,H,TRUE,12
8,317,C,FALSE,11
8,346,H,TRUE,12
8,332,C,FALSE,12
8,184,H,TRUE,7
8,130,C,FALSE,5
8,185,H,TRUE,7
8,158,H,TRUE,6
8,153,C,TRUE,6
8,310,H,TRUE,11
8,252,C,FALSE,9
8,341,H,TRUE,12
8,281,H,TRUE,10
8,286,H,TRUE,10
8,210,H,TRUE,7
8,214,H,TRUE,8
8,182,C,FALSE,7
8,210,H,TRUE,7
9,1,NA,FALSE,1
9,34,H,TRUE,2
9,33,H,TRUE,2
9,31,H,TRUE,2
9,32,H,TRUE,2
9,320,H,TRUE,11
9,326,H,TRUE,11
9,292,H,TRUE,10
9,296,H,TRUE,10
9,264,C,FALSE,9
9,343,H,TRUE,12
9,312,C,FALSE,11
9,345,H,TRUE,12
9,345,H,TRUE,12
9,346,C,FALSE,12
9,250,C,FALSE,9
9,278,H,TRUE,10
9,283,H,TRUE,10
9,284,H,TRUE,10
9,261,C,TRUE,9
9,312,C,FALSE,11
9,340,H,TRUE,12
9,345,H,TRUE,12
9,344,H,TRUE,12
9,251,H,TRUE,9
9,218,H,TRUE,8
9,189,C,FALSE,7
9,217,H,TRUE,8
9,281,H,TRUE,10
9,348,H,TRUE,12
9,319,H,TRUE,11
9,348,H,TRUE,12
9,291,C,FALSE,10
9,320,H,TRUE,11
9,334,H,TRUE,12
9,335,H,TRUE,12
9,305,C,FALSE,11
9,188,H,TRUE,7
9,362,C,FALSE,13
9,160,C,FALSE,6
9,283,C,FALSE,10
9,312,H,TRUE,11
9,279,C,FALSE,10
9,309,H,TRUE,11
9,308,H,TRUE,11
9,312,H,TRUE,11
9,274,H,TRUE,10
9,245,C,FALSE,9
9,312,C,FALSE,11
9,345,H,TRUE,12
9,341,H,TRUE,12
9,357,H,TRUE,12
9,326,H,TRUE,11
9,296,C,FALSE,10
9,324,H,TRUE,11
9,324,H,TRUE,11
9,343,C,FALSE,12
9,229,H,TRUE,8
9,229,H,TRUE,8
9,263,H,TRUE,9
9,198,C,FALSE,7
9,251,C,FALSE,9
9,309,H,TRUE,11
9,279,H,TRUE,10
9,281,H,TRUE,10
9,280,H,TRUE,10
9,131,C,FALSE,5
9,165,H,TRUE,6
9,197,H,TRUE,7
9,160,H,TRUE,6
9,191,H,TRUE,7
9,309,C,FALSE,11
9,341,H,TRUE,12
9,337,H,TRUE,12
9,296,C,FALSE,10
9,363,H,TRUE,13
9,329,H,TRUE,11
9,330,H,TRUE,11
9,342,C,FALSE,12
9,62,C,FALSE,3
9,94,H,TRUE,4
9,127,H,TRUE,5
9,223,H,TRUE,8
9,257,H,TRUE,9
9,160,C,FALSE,6
9,194,H,TRUE,7
9,364,C,FALSE,13
9,343,C,FALSE,12
9,281,H,TRUE,10
9,282,H,TRUE,10
9,312,H,TRUE,11
9,252,C,FALSE,9
9,283,H,TRUE,10
9,354,H,TRUE,12
9,326,C,FALSE,11
9,354,H,TRUE,12
9,292,C,FALSE,10
9,357,H,TRUE,12
9,326,H,TRUE,11
9,321,H,TRUE,11
9,352,H,TRUE,12
9,325,H,TRUE,11
9,295,C,FALSE,10
9,357,H,TRUE,12
9,324,H,TRUE,11
9,325,H,TRUE,11
9,346,C,FALSE,12
9,348,C,FALSE,12
9,341,H,TRUE,12
9,313,C,FALSE,11
9,346,H,TRUE,12
9,341,H,TRUE,12
9,355,H,TRUE,12
9,325,H,TRUE,11
9,327,H,TRUE,11
9,295,C,FALSE,10
9,358,H,TRUE,12
9,356,C,FALSE,12
9,341,C,FALSE,12
9,337,H,TRUE,12
9,307,H,TRUE,11
9,341,H,TRUE,12
9,279,C,FALSE,10
9,310,H,TRUE,11
9,343,C,FALSE,12
9,100,C,FALSE,4
9,131,H,TRUE,5
9,132,H,TRUE,5
9,131,H,TRUE,5
9,359,C,FALSE,12
9,311,C,FALSE,11
9,341,H,TRUE,12
9,341,H,TRUE,12
9,341,H,TRUE,12
9,308,H,TRUE,11
9,279,C,FALSE,10
9,100,H,TRUE,4
9,99,H,TRUE,4
9,95,H,TRUE,4
9,67,C,FALSE,3
9,128,H,TRUE,5
9,344,C,FALSE,12
9,254,H,TRUE,9
9,311,H,TRUE,11
9,250,H,TRUE,9
9,221,C,FALSE,8
9,281,H,TRUE,10
9,340,H,TRUE,12
9,312,C,FALSE,11
9,340,H,TRUE,12
9,263,H,TRUE,9
9,264,H,TRUE,9
9,261,H,TRUE,9
9,232,C,FALSE,8
9,260,H,TRUE,9
9,338,C,FALSE,12
9,346,C,FALSE,12
9,362,H,TRUE,13
9,334,H,TRUE,12
9,335,H,TRUE,12
9,336,H,TRUE,12
9,303,C,FALSE,11
9,329,C,FALSE,11
9,357,H,TRUE,12
9,361,H,TRUE,13
9,362,H,TRUE,13
9,251,H,TRUE,9
9,315,H,TRUE,11
9,313,H,TRUE,11
9,222,C,FALSE,8
9,283,H,TRUE,10
10,1,NA,FALSE,1
11,1,NA,FALSE,1
11,60,H,TRUE,2
11,66,H,TRUE,3
11,32,H,TRUE,2
11,307,H,TRUE,11
