"V1","V2"
0.225,0.173913043478261
0.21,0.163957307060755
0.001,0
0.345,0.182191069574247
0.109,0.131229773462783
0.179,0.223069105691057
0.191,0.143693693693694
0.61,0.174347014925373
0.008,0.297619047619048
0.051,0.210884353741497
0.046,0.182971014492754
0.328,0.180263157894737
0.002,0.1
0.171,0.185329341317365
0.125,0.181147540983607
0.283,0.208269720101781
0.002,0.25
0.001,0
0.03,0.144252873563218
0.001,0
0.183,0.184737827715356
0.25,0.155532786885246
0.167,0.173192771084337
0.066,0.170512820512821
0.391,0.166711711711712
0.117,0.201041666666667
0.001,0
0.539,0.184782608695652
0.455,0.188573680063042
0.481,0.146447467876039
0.547,0.200631578947368
0.184,0.174147727272727
0.086,0.167460317460317
0.002,0.125
0.596,0.182334581772784
0.622,0.16139880952381
0.203,0.186512027491409
0.004,0.145833333333333
0.221,0.172741433021807
0.005,0.08
0.001,0
0.503,0.186593406593407
0.179,0.214880952380952
0.535,0.180555555555556
0.52,0.192143906020558
0.451,0.183854166666667
0.001,0
0.231,0.139242424242424
0.525,0.187741935483871
0.239,0.18974358974359
0.474,0.168514241724403
0.452,0.206962025316456
0.304,0.188630952380952
0.041,0.177642276422764
0.251,0.172011251758087
0.298,0.183510638297872
0.504,0.18149374540103
0.151,0.201300236406619
0.339,0.173268398268398
0.338,0.220120614035088
0.559,0.195833333333333
0.218,0.187173202614379
0.056,0.161212121212121
0.471,0.192010703363914
0.319,0.172775991425509
0.001,0
0.001,0
0.227,0.193333333333333
0.003,0
0.002,0.166666666666667
0.494,0.183748114630468
0.503,0.182815964523282
0.41,0.171409921671018
0.494,0.179444444444444
0.313,0.170521541950113
0.001,0
0.001,0
0.535,0.170876826722338
0.588,0.192083333333333
0.558,0.192558922558923
0.001,0
0.126,0.152732240437158
0.085,0.139607843137255
0.511,0.182696629213483
0.002,0.1
0.001,0
0.114,0.176276276276276
0.534,0.221022318214543
0.196,0.180494505494505
0.375,0.197189349112426
0.531,0.179826388888889
0.255,0.1778940027894
0.481,0.205084097859327
0.176,0.164313725490196
0.003,0
0.377,0.174830917874396
0.004,0.125
0.001,0
0.002,0
0.388,0.175376647834275
0.001,0
0.181,0.212666666666667
0.001,0
0.275,0.151584283903676
0.001,0
0.001,0
0.001,0
0.131,0.161866666666667
0.107,0.165533980582524
0.001,0
0.001,0
0.608,0.177087256748274
0.005,0.133333333333333
0.637,0.183363471971067
0.416,0.194430051813472
0.237,0.191363636363636
0.477,0.169772727272727
0.586,0.189402697495183
0.078,0.161842105263158
0.395,0.18257790368272
0.003,0.0833333333333333
0.297,0.17230303030303
0.555,0.202154882154882
0.453,0.191626213592233
0.327,0.183722222222222
0.001,0
0.003,0.111111111111111
0.188,0.206470588235294
0.463,0.192615012106538
0.073,0.13849765258216
0.503,0.186062590975255
0.284,0.146275946275946
0.536,0.177015027322404
0.001,0
0.289,0.174813432835821
0.101,0.157269503546099
0.154,0.172106481481481
0.149,0.185314685314685
0.006,0.0416666666666667
0.05,0.183333333333333
0.001,0
0.429,0.184632034632035
0.475,0.187684537684538
0.002,0
0.252,0.162825788751715
0.107,0.174198717948718
0.196,0.223901098901099
0.516,0.193745401030169
0.318,0.180215419501134
0.001,0
0.001,0
0.164,0.1815625
0.001,0
0.441,0.187867647058824
0.001,0
0.001,0
0.367,0.181594202898551
0.541,0.195258315640481
0.224,0.21537216828479
0.487,0.188167053364269
0.364,0.184319526627219
0.002,0.166666666666667
0.338,0.188743169398907
0.002,0
0.433,0.199071729957806
0.236,0.192750373692078
0.001,0
0.003,0.166666666666667
0.364,0.19500998003992
0.002,0.1
0.263,0.182991803278689
0.195,0.173476702508961
0.001,0
0.502,0.191081871345029
0.458,0.168601895734597
0.474,0.192874109263658
0.491,0.170386904761905
0.001,0
0.064,0.15546875
0.349,0.180632008154944
0.493,0.168289085545723
0.209,0.190721649484536
0.326,0.176182795698925
0.454,0.177038796516231
0.004,0
0.184,0.195908183632735
0.003,0.111111111111111
0.554,0.177284946236559
0.532,0.193319268635724
0.568,0.178473581213307
0.003,0.0666666666666667
0.574,0.188392857142857
0.002,0.166666666666667
0.001,0
0.001,0
0.19,0.164336917562724
0.167,0.203952991452991
0.458,0.181964573268921
0.486,0.191742770167428
0.291,0.176703841387856
0.001,0
0.001,0
0.242,0.165987933634992
0.562,0.169352750809061
0.234,0.188333333333333
0.542,0.194941094941095
0.308,0.205944055944056
0.309,0.16996644295302
0.08,0.137820512820513
0.49,0.18030303030303
0.089,0.184496124031008
0.316,0.178514739229025
0.449,0.173300970873786
0.322,0.19266004415011
0.213,0.173267326732673
0.212,0.179319371727749
0.052,0.153333333333333
0.423,0.199568221070812
0.002,0
0.374,0.189721421709894
0.007,0.352777777777778
0.001,0
0.41,0.186005434782609
0.582,0.188606770833333
0.277,0.164414414414414
0.001,0
0.28,0.18786717752235
0.544,0.196058091286307
0.461,0.196737421383648
0.065,0.162760416666667
0.001,0
0.001,0
0.182,0.162820512820513
0.003,0.0833333333333333
0.438,0.20085910652921
0.003,0.111111111111111
0.453,0.170685579196217
0.193,0.234249084249084
0.372,0.189663699307616
0.001,0
0.572,0.188286479250335
0.002,0
0.452,0.179285714285714
0.508,0.188148148148148
0.593,0.199239543726236
0.319,0.178020134228188
0.001,0
0.001,0
0.133,0.157888040712468
0.525,0.185287846481876
0.332,0.174305555555556
0.637,0.203687315634218
0.053,0.15503144654088
0.469,0.176044039483675
0.288,0.16301703163017
0.35,0.206772486772487
0.398,0.182314814814815
0.109,0.149691358024691
0.379,0.184757834757835
0.505,0.176876876876877
0.059,0.175454545454545
0.612,0.202115384615385
0.001,0
0.111,0.211056105610561
0.57,0.184075573549258
0.444,0.184065040650406
0.493,0.189424514200299
0.002,0.166666666666667
0.439,0.181544715447154
0.003,0.15
0.443,0.17085346215781
0.001,0
0.23,0.189150943396226
0.518,0.176644974692697
0.175,0.189094650205761
0.415,0.182460732984293
0.001,0
0.18,0.212269938650307
0.393,0.173232323232323
0.001,0
0.123,0.211965811965812
0.576,0.197834645669291
0.002,0.1
0.142,0.192222222222222
0.314,0.189181286549708
0.001,0
0.292,0.198351648351648
0.359,0.166420845624385
0.448,0.205367231638418
0.163,0.144758909853249
0.23,0.221198156682028
0.006,0.35
0.004,0.0833333333333333
0.419,0.180181347150259
0.001,0
0.609,0.208023483365949
0.298,0.182511737089202
0.471,0.169063926940639
0.522,0.197191830780452
0.001,0
0.001,0
0.352,0.194029850746269
0.304,0.187785800240674
0.002,0
0.302,0.188228438228438
0.002,0.166666666666667
0.001,0
0.452,0.171399676375405
0.004,0
0.005,0.1
0.414,0.184912280701754
0.574,0.180216284987277
0.472,0.194099616858238
0.318,0.165555555555556
0.197,0.20036036036036
0.116,0.19009009009009
0.003,0
0.483,0.173538344722855
0.24,0.169162995594714
0.002,0
0.003,0.194444444444444
0.431,0.191119528619529
0.002,0
0.267,0.192721088435374
0.375,0.202456647398844
0.059,0.199137931034483
0.353,0.201671732522796
0.016,0.201111111111111
0.427,0.167620232172471
0.005,0.116666666666667
0.001,0
0.421,0.16859649122807
0.578,0.181845238095238
0.002,0.25
0.453,0.197488038277512
0.315,0.177231638418079
0.406,0.191549953314659
0.119,0.165086206896552
0.13,0.1608
0.465,0.190884194053208
0.663,0.217693661971831
0.426,0.198708333333333
0.002,0.166666666666667
0.293,0.164774114774115
0.279,0.171206225680934
0.493,0.18394777265745
0.402,0.176339691189827
0.418,0.201234567901235
0.004,0.145833333333333
0.2,0.199825479930192
0.396,0.191621376811594
0.408,0.1916
0.001,0
0.403,0.188114754098361
0.411,0.180783242258652
0.298,0.185847953216374
0.573,0.186406145624582
0.324,0.193311036789298
0.116,0.182432432432432
0.43,0.183290043290043
0.001,0
0.002,0.125
0.473,0.165179252479024
0.003,0.166666666666667
0.001,0
0.002,0
0.099,0.182817869415808
0.33,0.218237934904602
0.009,0.0925925925925926
0.405,0.180621172353456
0.468,0.171698113207547
0.249,0.220160116448326
0.319,0.183727477477477
0.57,0.1896632996633
0.169,0.189024390243902
0.121,0.198290598290598
0.002,0.125
0.003,0.111111111111111
0.478,0.205516975308642
0.455,0.173658536585366
0.463,0.184996041171813
0.103,0.143027210884354
0.003,0
0.002,0
0.508,0.194106606606607
0.001,0
0.001,0
0.402,0.190251572327044
0.259,0.172721088435374
0.008,0.03125
0.566,0.193108018555335
0.018,0.0712962962962963
0.336,0.201628664495114
0.501,0.197757847533632
0.352,0.182477341389728
0.419,0.178559249786871
0.377,0.205004859086492
0.004,0.208333333333333
0.001,0
0.431,0.18691389599318
0.133,0.191603053435114
0.443,0.201978114478114
0.44,0.186691542288557
0.001,0
0.275,0.201236979166667
0.324,0.185906040268456
0.372,0.169178743961353
0.002,0.166666666666667
0.364,0.186013645224172
0.387,0.188872970391595
0.494,0.188604305864885
0.002,0
0.197,0.162216404886562
0.57,0.163509114583333
0.058,0.136206896551724
0.454,0.191905901116427
0.1,0.185416666666667
0.004,0.125
0.002,0
0.012,0.131944444444444
0.191,0.180965391621129
0.482,0.189841986455982
0.277,0.148308270676692
0.262,0.176315789473684
0.266,0.174248366013072
0.316,0.172013651877133
0.382,0.175023474178404
0.001,0
0.428,0.194741306191688
0.002,0
0.433,0.178106995884774
0.372,0.183190066857689
0.002,0
0.488,0.185034013605442
0.306,0.193218390804598
0.001,0
0.003,0.277777777777778
0.142,0.176408450704225
0.055,0.166975308641975
0.002,0.166666666666667
0.307,0.187559523809524
0.029,0.202298850574713
0.29,0.165113500597372
0.224,0.172926447574335
0.001,0
0.243,0.178040057224607
0.528,0.186417186417186
0.374,0.191998106060606
0.402,0.21379781420765
0.563,0.179973386560213
0.001,0
0.001,0
0.51,0.167448471926084
0.001,0
0.058,0.204970760233918
0.002,0.166666666666667
0.001,0
0.129,0.19207650273224
0.105,0.156060606060606
0.488,0.194927536231884
0.418,0.186328125
0.275,0.192156862745098
0.429,0.173044217687075
0.008,0.214285714285714
0.002,0.1
0.004,0.1125
0.401,0.168288288288288
0.003,0.111111111111111
0.001,0
0.379,0.180747126436782
0.322,0.185049833887043
0.423,0.181632653061224
0.004,0.0625
0.459,0.190612569610183
0.009,0.114814814814815
0.548,0.191295546558704
0.001,0
0.002,0
0.193,0.16747311827957
0.614,0.1926944971537
0.361,0.200986193293886
0.001,0
0.365,0.19020202020202
0.317,0.143833333333333
0.138,0.161234567901235
0.083,0.196586345381526
0.147,0.173671497584541
0.242,0.18542600896861
0.342,0.19493670886076
0.001,0
0.003,0.166666666666667
0.582,0.189204545454545
0.009,0.0555555555555556
0.344,0.190084388185654
0.006,0.111111111111111
0.161,0.18719646799117
0.08,0.149358974358974
0.401,0.169171220400729
0.001,0
0.507,0.177396755162242
0.023,0.187121212121212
0.003,0.0833333333333333
0.132,0.183333333333333
0.265,0.194605809128631
0.67,0.200718390804598
0.239,0.178893740902475
0.06,0.170238095238095
0.232,0.167660550458716
0.001,0
0.386,0.198148148148148
0.409,0.200639269406393
0.394,0.193389199255121
0.345,0.195510835913313
0.138,0.168193384223919
0.001,0
0.418,0.194216757741348
0.005,0.05
0.4,0.165263157894737
0.413,0.174806201550388
0.001,0
0.001,0
0.506,0.190454884414616
0.213,0.188197767145136
0.001,0
0.001,0
0.001,0
0.001,0
0.002,0
0.001,0
0.001,0
0.643,0.210938452163315
0.428,0.175788576300085
0.383,0.168361581920904
0.003,0.166666666666667
0.588,0.191957364341085
0.138,0.179601990049751
0.063,0.248275862068966
0.004,0.05
0.559,0.189852150537634
0.141,0.17843137254902
0.47,0.192460317460317
0.403,0.174841915085818
0.006,0.0833333333333333
0.396,0.181797651309846
0.002,0
0.405,0.167324561403509
0.003,0.166666666666667
0.206,0.160469011725293
0.282,0.181678921568627
0.075,0.235507246376812
0.276,0.194832041343669
0.002,0.1
0.49,0.208295281582953
0.001,0
0.399,0.189514652014652
0.006,0.138888888888889
0.556,0.171761133603239
0.001,0
0.002,0
0.061,0.159016393442623
0.206,0.191972076788831
0.508,0.181890331890332
0.627,0.179197080291971
0.001,0
0.419,0.178081597222222
0.61,0.196616065781151
0.242,0.193188405797101
0.002,0.25
0.001,0
0.008,0.0875
0.614,0.187570093457944
0.449,0.194607843137255
0.429,0.169556113902848
0.166,0.183958333333333
0.303,0.231410256410256
0.306,0.167128027681661
0.002,0.25
0.426,0.155707196029777
0.329,0.2025
0.086,0.161934156378601
0.269,0.19212962962963
0.551,0.186580516898608
0.001,0
0.569,0.18483660130719
0.471,0.171009389671362
0.002,0
0.001,0
0.001,0
0.502,0.214358974358974
0.222,0.175621890547264
0.056,0.14375
0.34,0.216344086021505
0.002,0
0.171,0.181540084388186
0.331,0.165809217577706
0.401,0.176388888888889
0.164,0.214679911699779
0.523,0.171725571725572
0.108,0.190196078431373
0.005,0.05
0.521,0.181118373275236
0.447,0.161812297734628
0.002,0.25
0.312,0.168693693693694
0.451,0.180254515599343
0.281,0.162087912087912
0.116,0.153508771929825
0.002,0.1
0.407,0.160549645390071
0.005,0.14
0.191,0.151893939393939
0.191,0.189194139194139
0.002,0.1
0.238,0.175372023809524
0.521,0.165882753919564
0.494,0.179435783221975
0.507,0.184463894967177
0.006,0.208333333333333
0.311,0.179108796296296
0.333,0.188852813852814
0.233,0.170211161387632
0.001,0
0.001,0
0.001,0
0.071,0.195774647887324
0.258,0.192137096774194
0.532,0.193368421052632
0.487,0.192077727952167
0.004,0.05
0.196,0.182986111111111
0.014,0.0797619047619048
0.162,0.198387096774194
0.487,0.18195067264574
0.402,0.183792470156107
0.374,0.189894636015326
0.045,0.182962962962963
0.381,0.164055080721747
0.001,0
0.067,0.158208955223881
0.175,0.193473895582329
0.205,0.170769230769231
0.464,0.186260733801717
0.515,0.188817204301075
0.001,0
0.377,0.170596590909091
0.005,0.15
0.148,0.207042253521127
0.296,0.227798053527981
0.185,0.175884543761639
0.332,0.179354838709677
0.331,0.172990353697749
0.199,0.153038194444444
0.002,0
0.198,0.191578014184397
0.348,0.191415662650602
0.469,0.176538768984812
0.324,0.189611111111111
0.319,0.188474576271186
0.436,0.204918699186992
0.504,0.191464311994113
0.002,0
0.047,0.147517730496454
0.002,0
0.46,0.188011006289308
0.432,0.18034632034632
0.312,0.154655172413793
0.001,0
0.223,0.164701257861635
0.602,0.185385572139303
0.1,0.194736842105263
0.303,0.160804597701149
0.33,0.215146396396396
0.345,0.193155694879833
0.157,0.166556291390728
0.471,0.17391975308642
0.001,0
0.391,0.192012927054478
0.37,0.18743961352657
0.006,0.116666666666667
0.048,0.144202898550725
0.007,0.1
0.296,0.167358708189158
0.3,0.188571428571429
0.003,0.0833333333333333
0.506,0.165598290598291
0.001,0
0.273,0.19922480620155
0.001,0
0.004,0.5
0.492,0.18855331841909
0.156,0.177124183006536
0.512,0.205737109658678
0.002,0.1
0.002,0
0.204,0.198469387755102
0.001,0
0.002,0
0.001,0
0.151,0.193939393939394
0.001,0
0.003,0.194444444444444
0.31,0.171371882086168
0.001,0
0.001,0
0.151,0.209642857142857
0.242,0.173687943262411
0.223,0.175
0.224,0.139126984126984
0.357,0.163313313313313
0.267,0.189533333333333
0.469,0.192994611239415
0.258,0.174862258953168
0.588,0.186458333333333
0.001,0
0.321,0.182990867579909
0.604,0.186256218905473
0.081,0.160625
0.05,0.132
0.001,0
0.188,0.17635009310987
0.565,0.184755291005291
0.139,0.197445255474453
0.029,0.118390804597701
0.102,0.153819444444444
0.001,0
0.374,0.154694835680751
0.25,0.191594827586207
0.449,0.179095354523227
0.592,0.16669835234474
0.08,0.194888888888889
0.342,0.191897435897436
0.269,0.184193121693122
0.194,0.203981481481481
0.356,0.167600786627335
0.705,0.206661092530658
0.003,0
0.002,0
0.006,0.116666666666667
0.001,0
0.08,0.151041666666667
0.336,0.182254584681769
0.003,0.111111111111111
0.181,0.184496124031008
0.001,0
0.559,0.193827160493827
0.053,0.175471698113208
0.001,0
0.001,0
0.182,0.163005780346821
0.141,0.1825
0.499,0.191483918128655
0.001,0
0.003,0.166666666666667
0.325,0.175709779179811
0.01,0.09
0.154,0.187725225225225
0.001,0
0.001,0
0.002,0.1
0.002,0.125
0.223,0.173317683881064
0.003,0
0.001,0
0.475,0.183453815261044
0.578,0.177019230769231
0.002,0.25
0.294,0.190159901599016
0.112,0.191131498470948
0.004,0.5
0.471,0.221468926553672
0.508,0.198045722713864
0.003,0.0833333333333333
0.001,0
0.372,0.164204545454545
0.653,0.196003552397869
0.001,0
0.295,0.183806146572104
0.296,0.189355231143552
0.001,0
0.003,0.133333333333333
0.526,0.19606819763396
0.002,0.25
0.006,0.395833333333333
0.529,0.188233264320221
0.32,0.174608501118568
0.001,0
0.669,0.19662447257384
0.381,0.193664717348928
0.592,0.18752380952381
0.575,0.190356182795699
0.477,0.185219399538106
0.24,0.160129310344828
0.439,0.194833333333333
0.001,0
0.456,0.171251993620415
0.001,0
0.114,0.14702380952381
0.384,0.189857142857143
0.419,0.181056701030928
0.001,0
0.486,0.204449648711944
0.44,0.194645941278066
0.551,0.207380457380457
0.64,0.19675014907573
0.001,0
0.001,0
0.097,0.172344322344322
0.371,0.187605633802817
0.34,0.203838065194532
0.478,0.167312072892939
0.001,0
0.516,0.167170626349892
0.001,0
0.001,0
0.683,0.210369728480647
0.001,0
0.001,0
0.009,0.0740740740740741
0.118,0.169642857142857
0.001,0
0.322,0.177964205816555
0.139,0.190671641791045
0.002,0
0.371,0.182716049382716
0.151,0.166438356164384
0.005,0.133333333333333
0.605,0.201698717948718
0.501,0.179609144542773
0.001,0
0.001,0
0.298,0.158449074074074
0.264,0.179946879150066
0.203,0.164467005076142
0.002,0
0.002,0.166666666666667
0.189,0.19
0.312,0.177854671280277
0.002,0
0.583,0.204813359528487
0.001,0
0.115,0.192708333333333
0.499,0.169146608315098
0.173,0.180707070707071
0.223,0.185038759689922
0.284,0.172868217054264
0.459,0.173058823529412
0.249,0.187904360056259
0.002,0.25
0.001,0
0.036,0.233333333333333
0.16,0.162828947368421
0.468,0.202324665090623
0.519,0.178958785249458
0.601,0.174368453481208
0.312,0.204239256678281
0.001,0
0.001,0
0.007,0.305555555555556
